,OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
0,2022-11-10 10:00:00,15922.68000000,16342.64000000,15754.26000000,16116.48000000,14492.59619000,2022-11-10 10:14:59.999,231790823.69616590,210217,7321.48847000,117092573.72188100,0
1,2022-11-10 10:15:00,16120.14000000,16237.15000000,15919.04000000,16202.09000000,9973.64258000,2022-11-10 10:29:59.999,160312666.72446150,171579,5023.87135000,80754784.69162260,0
2,2022-11-10 10:30:00,16202.11000000,16244.10000000,16055.06000000,16142.23000000,8386.38440000,2022-11-10 10:44:59.999,135362186.13643980,139372,4233.70079000,68342383.43235210,0
3,2022-11-10 10:45:00,16142.40000000,16288.73000000,16057.77000000,16272.46000000,6384.65562000,2022-11-10 10:59:59.999,103257906.19841820,115811,3311.20269000,53554777.30141400,0
4,2022-11-10 11:00:00,16270.00000000,16445.46000000,16235.01000000,16339.68000000,7813.73648000,2022-11-10 11:14:59.999,127683890.97742660,136644,3683.61493000,60194635.02126880,0
5,2022-11-10 11:15:00,16339.68000000,16354.00000000,16124.60000000,16185.74000000,5581.26272000,2022-11-10 11:29:59.999,90558524.79613870,112106,2605.79021000,42281432.37491380,0
6,2022-11-10 11:30:00,16185.74000000,16293.55000000,16120.44000000,16223.53000000,6468.13457000,2022-11-10 11:44:59.999,104829489.23314140,125125,3185.50575000,51629341.13314060,0
7,2022-11-10 11:45:00,16221.90000000,16246.09000000,16080.00000000,16140.29000000,6112.49633000,2022-11-10 11:59:59.999,98714338.21132120,144559,3028.21796000,48903070.05008930,0
8,2022-11-10 12:00:00,16140.29000000,16167.09000000,16044.67000000,16119.99000000,5285.06473000,2022-11-10 12:14:59.999,85155261.84085480,122143,2660.39607000,42864928.40150410,0
9,2022-11-10 12:15:00,16119.99000000,16195.19000000,16114.15000000,16136.17000000,3938.50521000,2022-11-10 12:29:59.999,63608109.07557670,96681,1953.86538000,31557581.37084150,0
